,date,statement,label
424,"Dec 3, 2018",ALUMINUM WORKERS Thank Trump For Saving Their Jobs In Heartwarming Video: “Love you man”,fake
425,"Dec 3, 2018","JUST IN: COMEY LOSES Legal Battle, Must Face Congress",fake
426,"Dec 2, 2018",WHY IS NO ONE TALKING ABOUT “Ballot Harvesting”…And How Dems Used It To Flip SEVEN US House Seats In CA?,fake
427,"Dec 2, 2018",NYT COLUMNIST Gives The Clintons A Blistering Wake-Up Call: “Curtains For The Clintons”,fake
428,"Dec 2, 2018",BREAKING BOMBSHELL: Khashoggi Was Secretly Working To Overthrow Saudi Government,fake
429,"Dec 1, 2018",JUST IN: President Trump Just Singlehandedly Rejected The G-20 Climate Change Statement While Others Caved,fake
430,"Dec 1, 2018",FIVE-TIME DEPORTED Illegal Alien With Violent Criminal Record Pulls GUN On US Border Agent After Crossing CA Border,fake
431,"Dec 1, 2018","LANDLORD Tells Harvard Student To Find New Housing After Roommates Concerned Over Her MAGA Hat, Snoop Through Room And Find LEGALLY OWNED GUNS",fake
432,"Dec 1, 2018",RAT LAWYER Michael Cohen Begs For No Prison Time,fake
433,"Dec 1, 2018",BREAKING: Former President George HW Bush Dies,fake
434,"Nov 30, 2018",PERFECTION! President Trump and First Lady Make Grand Entrance In Argentina [Video],fake
435,"Nov 30, 2018",MUST WATCH: THINGS GET UGLY On “The View” When New Conservative Host Leaves Liberal Co-Hosts Speechless,fake
436,"Nov 30, 2018",WATCH: JOE BIDEN Wants An “Unrelenting Stream Of Immigration” Making “Caucasians Like Me” The Minority [Video],fake
437,"Nov 30, 2018",GERMAN RESIDENTS Treated To Special CHRISTMAS “Art Project” Featuring Ear-Piercing Muslim Call to Prayer From Local Church Five Times Per Day [VIDEO],fake
438,"Nov 29, 2018",BILL AND HILLARY Say Canada Is Better Than The United States,fake
439,"Nov 29, 2018","WHY GUILTY PLEA Of CONFESSED LIAR And CRIMINAL, Michael Cohen, Does Nothing To Show Wrongdoing By Trump",fake
440,"Nov 29, 2018",JUST IN: OBAMA BUSTED By Former Shell Oil President For Bragging About Oil Production,fake
441,"Nov 29, 2018",MSNBC Guest From “Woke AF”: Whites Are Always Going To “Vote With Their Whiteness [Video],fake
442,"Nov 29, 2018",JUST IN: Dershowitz Rips Cohen Guilty Plea…An Example of Mueller “Creating” Crimes [Video],fake
443,"Nov 29, 2018",BREAKING: Trump Comments After Surprise Guilty Plea From Ex-Lawyer Michael Cohen [Video],fake
444,"Nov 28, 2018",PRICELESS! OBAMA BLASTS AMERICA For Having A “Great Smugness” Problem…Pot Meets Kettle [Video],fake
445,"Nov 28, 2018",REPUBLICANS CALL For Dem Lawmaker To Resign After Saying She Wanted Infect GOP Lawmaker And His Family With Deadly Bacteria,fake
446,"Nov 28, 2018",JUST IN: Candice Bergen Gets Big Dose Of KARMA After ANTI-TRUMP “Murphy Brown” Reboot Gets BAD NEWS One Week After Show Trashes ICE Agents,fake
447,"Nov 28, 2018",THANKSGIVING DINNER Turns Bloody After Family Argues Over NFL Kneelers,fake
448,"Nov 28, 2018",CAUGHT ON VIDEO: Hillary Has Another Big Cough Attack On Stage…Bill Ignores (Video) #Lock HerUp,fake
449,"Nov 27, 2018",TWITTER CEO Jack Dorsey Under Review By Top House Committee For Possibly Lying To Congress,fake
450,"Nov 27, 2018",BREAKING: Cindy Hyde-Smith Wins Race for Senator in Mississippi…Will This Force Kamala Harris Off Of Judiciary Committee?,fake
451,"Nov 27, 2018",TWITTER CEO Jack Dorsey Under Review By Top House Committee For Possibly Lying To Congress,fake
452,"Nov 27, 2018",BREAKING: Cindy Hyde-Smith Wins Race for Senator in Mississippi…Will This Force Kamala Harris Off Of Judiciary Committee?,fake
453,"Nov 27, 2018",WATCH: B-ACTOR Tom Arnold Gets Call From Secret Service Over Tweet About Killing Trump,fake
454,"Nov 27, 2018",PRO-TRUMP PANELIST Destroys Notorious Anti-Trumper In Epic Takedown [Video],fake
455,"Nov 27, 2018",JUST IN: HOMELAND SECURITY BLASTS ’60 Minutes’ for Propaganda-Filled Segment on Illegal Alien Family Separation,fake
456,"Nov 27, 2018",WATCH: STUDENT WEARS MAGA HAT TO CLASS…Teacher Evacuates Class…Curses At Student [VIDEO],fake
457,"Nov 26, 2018",WATCH: ILLEGAL MOM Who Dragged Kids Through Tear Gas Canisters On Border Speaks Out In Interview,fake
458,"Nov 26, 2018",REPORTER IN MEXICO Shocks MSNBC Host: Caravan Is Mostly Men Who Are NOT Seeking Asylum,fake
459,"Nov 26, 2018",WATCH: MSNBC Reporter Embedded With Caravan Embarrasses Hosts When They Try to Prove Trump Is Lying About “Stone Cold Criminals” In Caravan,fake
460,"Nov 26, 2018",WATCH: CNN SHUTS DOWN DEM SENATOR For Falsely Claiming That Trump Is “Causing” Illegal Immigrants To Break The Law [VIDEO],fake
461,"Nov 26, 2018",TRUMP TWEETS Calling Out Mueller For “Conflicts Of Interest” In Investigation…Asks Key Question,fake
462,"Nov 25, 2018",ELIJAH CUMMINGS Reveals Dems Terrifying Plan For Immigration: “They should be allowed to come in…” [Video],fake
463,"Nov 25, 2018",BREAKING VIDEO: HUNDREDS Of Illegal Caravan Members RUSH Port Of Entry In CA,fake
464,"Nov 25, 2018",CAUGHT ON VIDEO: Waiters Stop Attempts By Caravan Migrants To Dine-And-Dash [Video],fake
465,"Nov 24, 2018",WATCH FUNNIEST PRESIDENT EVER: When You Have Money But No Time [Video],fake
466,"Nov 24, 2018",“Climate Expert” Ocasio Cortez Slammed On Twitter After Alarming Prediction On Climate Change,fake
467,"Nov 23, 2018",SCHUMER Admits Trump Is Right About Judges In Odd Tweet Brit Hume Calls “Idiotic”,fake
468,"Nov 22, 2018",Mexican Ambassador to U.S. Warns: ‘There are People That Have Criminal Records’ in Migrant Caravan,fake
469,"Nov 21, 2018","GOP VOTERS FED UP With Late Vote Counts Flipping Races…TWO WEEKS After Election, DEMS Takes ANOTHER House Seat, This Time From Black, GOP Congresswoman",fake
470,"Nov 21, 2018",WATCH: FORMER PRESIDENT OBAMA Demeans Former Colleagues As “Jamokes” [VIDEO],fake
471,"Nov 21, 2018",BOOM! CHIPOTLE MANAGER Offered Job Again After Company Fires Her For Refusing To Serve Young Black Men Who Falsely Accused Her Of Racism,fake
472,"Nov 20, 2018",JUST IN: FED JUDGE DISMISSES CHARGES Against Several MI Muslim Doctors For Female Genital Mutilation,fake
473,"Nov 19, 2018",VETERAN DAN CRENSHAW Warns Newly Elected Dems To Stop Attacking And “Choose Our Words Carefully” [Video],fake
474,"Nov 19, 2018",WATCH: Newly-Elected Ocasio Cortez Lashes Out At Criticism For Claiming There Are 3 “Branches Of Congress”…Wants to Push Out “Out Of Touch” Democrats [Video],fake
475,"Nov 18, 2018",Did Multiple GOP House Seats In CA Turn Blue After The Election…Or Are Democrats Just Getting Better At Coming Up With Last Minute Votes?,fake
476,"Nov 18, 2018",JUST IN: SENATOR BILL NELSON Makes Announcement On Senate Race Against Rick Scott,fake
477,"Nov 18, 2018",JUST IN: CONGRESS TO REVERSE 181-Yr-Old Rule To Accommodate Newly Elected Anti-Israel Muslim,fake
478,"Nov 17, 2018",DEMOCRAT CONGRESSMAN Suggests Using Nuclear Weapons Against Citizens Who Refuse To Give Up Assault Weapons,fake
479,"Nov 16, 2018","CONSERVATIVE Journalist Says She Should Sue Clintons, Comey, and Las Vegas Sheriff For Kicking Her Out Of Events She Attempted To Cover",fake
480,"Nov 16, 2018",WATCH: Thermal Camera Captures Several Men Destroying Border Fence Wire [Video] #BuildTheWall,fake
481,"Nov 16, 2018","WATCH: MUSLIM REFUGEE Explains How Germany Gives Him, His TWO WIVES and Six Kids FREE HOUSING And WELFARE Payments",fake
482,"Nov 15, 2018",WATCH: ILLEGAL ALIEN CAUGHT On Video Repeatedly Shooting At Police Officer Behind Bullet Proof Window,fake
483,"Nov 15, 2018",WHAT UP MAXINE? Waters Struggles to Respond to Reporter [Video],fake
484,"Nov 15, 2018","RACIST, SEXUAL VIOLENCE THREATS Against Wife and 8-Y-Old Son Of Conservative City Council Candidate Force Him To Abandon Race",fake
485,"Nov 14, 2018",BREAKING: FLORIDA AG Confirms “Plenty of Suspicion” of Criminal Activity in Broward and Palm Beach [Video],fake
486,"Nov 14, 2018",LAUGHABLE! NANCY PELOSI Thanks Rev Al Sharpton For “Saving America” In The Midterms [Video],fake
487,"Nov 14, 2018",KIM KARDASHIAN AND VAN JONES Announce Trump Signing Of Prison Reform Measure [Video],fake
488,"Nov 14, 2018",IS FOX NEWS ON A MISSION To Alienate The Entire Trump Base With Their Latest Move?,fake
489,"Nov 13, 2018",DISNEY WORLD BANS Trump Fan For Showing Support For Our President,fake
490,"Nov 12, 2018",JUST IN: BRENDA SNIPES Comments On “Provisional” Box Containing Blank Ballots Found In Rental Car At Airport [Video],fake
491,"Nov 12, 2018",JUST IN: STUNNING VIDEO Shows Election Worker Moving Boxes In Front Of Women Counting Broward Co Votes To HIDE Them From Public View,fake
492,"Nov 12, 2018",JUST IN: ANDREA MITCHELL Spreads False Claim About Florida Election Supervisor Brenda Snipes [Video],fake
493,"Nov 12, 2018",JUST IN: ANDREA MITCHELL Spreads False Claim About Florida Election Supervisor Brenda Snipes [Video],fake
494,"Nov 11, 2018",Fort Lauderdale Airport Shut Down…”Suspicious Package” Turns Out Be “Provisional Ballot Box” In Rental Car Trunk,fake
495,"Nov 11, 2018",MI VOTERS SEND FEMALE MUSLIM TO US CONGRESS: Rashida Tlaib Celebrates Victory By Wrapping Herself In Palestinian Flag,fake
496,"Nov 11, 2018",NAILS IT: Dr. Gorka Sets French President Straight On Calling Nationalism A Bad Thing: “Do your homework…” [Video],fake
497,"Nov 10, 2018",BREAKING: Florida Secretary of State Makes Stunning Decision on Recount [Video],fake
498,"Nov 10, 2018",JUST IN: BROWARD CO Election Worker FIRED For Reporting Election Workers She Witnessed Filling Out STACKS Of Blank Ballots In Locked Room,fake
499,"Nov 10, 2018",JUST IN: A Judge Just Put Heat On Florida Elections Supervisor #StoptheSteal,fake
500,"Nov 9, 2018",JUST IN: ANTI-TRUMP COMEDIAN GEORGE LOPEZ In Hot Water Over Trump Joke That Caused A Fight At Hooters,fake
501,"Nov 8, 2018",JUST IN: Senator Marco Rubio Posts Video of Broward Co Ballots Being Transported From Polling Places In Private Cars,fake
502,"Nov 7, 2018",VIDEO: STACEY ABRAMS Refuses To Concede Defeat In Georgia Race To Kemp [Video],fake
503,"Nov 7, 2018",VETERAN DAN CRENSHAW Gets The Last Laugh After Saturday Night Live Mocked His War Injury [Video],fake
504,"Nov 6, 2018",Claire McCaskill Loses: Was It The “No” Vote On Kavanaugh?,fake
505,"Nov 6, 2018",VIDEO OF THE WEEK: First-Time Young Black Voter Blows Away Reporter Describing Why He Supports Trump and Republicans [Video] #Blexit #Midterms2018 #RedWave,fake
506,"Nov 6, 2018",BLACK SINGER OFFERS FREE STUFF To Voters Who Take Selfies In Critical RADICAL DEMOCRAT Races In States Where Photos Are Prohibited,fake
507,"Nov 6, 2018",WATCH: Pelosi Makes False Claim Republicans Are Using “Scare Tactics” To Frighten People From The Polls [Video],fake
508,"Nov 6, 2018",DEM CANDIDATE OCASIO CORTEZ Gives Shocking Answer On How To Pay For Medicare For All [Video],fake
509,"Nov 6, 2018",NAILS IT! Rush Limbaugh Delivers Line Of The Night At Trump Rally Appearance [Video] #RushLimbaugh #Midterms2018 #VoteRed,fake
510,"Nov 5, 2018",WATCH: Dems Take A Knee During National Anthem Outside Trump Rally…Yell “Racist Song!” “Racist Country!” [Video],fake
511,"Nov 5, 2018",JUST IN: Alarming New Video Of Huge Caravan Heading Our Way Refutes Dems Downplaying The Invasion [Video],fake
512,"Nov 5, 2018","WATCH LIVE: President Trump Rallies In Cleveland, Ohio At 3 p.m. #Midterms2018 #MAGA",fake
513,"Nov 5, 2018",WATCH: Maxine Waters Warns Woman Called “Trump-Type” To “Go Home” After Waters Volunteer Threatened Her [Video],fake
514,"Nov 5, 2018",WATCH: Fox News Lets Dem Strategist Run With Lying Dem Talking Point Against Trump [Video],fake
515,"Nov 5, 2018",CAUGHT ON VIDEO: Maxine Waters Meets Her Match…Debates Woman On The Street About The Wall [Video],fake
516,"Nov 4, 2018","Republican Utah Mayor, Father of 7, US National Guard Member, KILLED In Afghanistan In Apparent Insider Attack",fake
517,"Nov 4, 2018",DEMOCRAT SENATOR JOE MANCHIN On His GOP Opponent: “It Took Every Bit of My Discipline Not to Beat the Living Crap Out Him”,fake
518,"Nov 4, 2018",GOOSEBUMPS! Lee Greenwood Sings “God Bless The USA” To Introduce Trump At Tennessee Rally [Video],fake
519,"Nov 4, 2018","JUST IN: GOP Candidate, Former Navy Seal Gives Awesome Response To SNL For Mocking His Eyepatch [Video]",fake
520,"Nov 4, 2018",WATCH: ARMED BLACK PANTHERS March With Democrat Stacy Abrams Signs In “Voter Suppression Rally”: “Everybody wanna know why we marching with a gun? They go along with the vote!”,fake
521,"Nov 4, 2018","BOMBSHELL VIDEO Shows Sen John McCain Tearing Into Elissa Slotkin, Dem Candidate For Congress In MI For Explosion Of ISIS In Middle East",fake
522,"Nov 4, 2018",WATCH: Georgia Dem Candidate Stacey Abrams Backpedals On Past Strict Gun Control Measures [Video] #VoteKemp,fake
523,"Nov 4, 2018",SNL HITS A NEW LOW: Mocks Republican Veteran For Losing An Eye In War [Video] #VoteCrenshaw #RedWave,fake
524,"Nov 3, 2018",WATCH: Democrat Lets His Mask Slip…Says People With Differing Opinions Need To Be “Dealt With”,fake
525,"Nov 3, 2018","LADIES FIRST! Pro-Trump-Supporting Women Go to Great Lengths to Be First in Line for Pensacola, FL Rally",fake
526,"Nov 3, 2018",LIBERAL BULLIES: Ursula Wiedmann Modeling Agency FIRES Black Model Over “Political Racist Connections” After Appearing At White House With Young Black Leadership Group,fake
527,"Nov 3, 2018",PRESIDENT TRUMP Calls Out Obama With A Brilliant Motto That Defines His Presidency [Video],fake
528,"Nov 2, 2018",WATCH: SPORTS LEGEND BOBBY KNIGHT Gets Crowd Chanting At Trump Rally [Video],fake
529,"Nov 2, 2018",JUST IN: President Trump Calls Out Obama For Healthcare Lie,fake
530,"Nov 2, 2018",Leftist Actor ALEC BALDWIN ARRESTED For Allegedly PUNCHING Man In Face Over Parking Spot,fake
531,"Nov 2, 2018",JUST IN: NEW POLL RELEASED On Trump Approval Among Black Voters #Blexit #TheCandaceOwensEffect,fake
532,"Nov 2, 2018","JUST IN: Jobs Numbers, Wages Could Spell Doom For Democrats in Midterms #RedWave [Video]",fake
533,"Nov 1, 2018","RADICAL GROUP Tells Kids To WALK OUT OF SCHOOL On Election Day To Vote For Gun Control, DACA and Climate Change [VIDEO]",fake
534,"Nov 1, 2018","RADICAL GROUP Tells Kids To WALK OUT OF SCHOOL On Election Day To Vote For Gun Control, DACA and Climate Change [VIDEO]",fake
535,"Nov 1, 2018",ANOTHER REASON TO VOTE RED: Maxine Waters Threatens On What Will Happen If Dems Win [Video],fake
536,"Nov 1, 2018",TONING DOWN THE RHETORIC? Joe Biden Suggests Trade Union Pres Show GOP Rep “A Threshold Of Pain”,fake
537,"Nov 1, 2018",JUST IN: VALERIE JARRETT Excuses Democrats’ Violent Rhetoric…”Just a joke” [Video],fake
538,"Nov 1, 2018",WATCH: VP PENCE Delivers Great One-Liner About Oprah and Will Farrell [Video],fake
539,"Nov 1, 2018",OPRAH Uses Race Baiting Techniques Al Sharpton Would Be Proud Of To Sway Black Voters In Georgia [Video],fake
540,"Oct 31, 2018",WATCH What Pres. Trump and First Lady Do When Greeted by Pittsburgh Doctors and Nurses [Video],fake
541,"Oct 31, 2018",TRUMPONOMICS: New Consumer Confidence Level Highest in 18 Years [Video] #MAGA,fake
542,"Oct 31, 2018",HOLLYWOOD ACTOR WARNS: “There will be blood in the streets” if Democrats lose,fake
543,"Oct 30, 2018",CARAVAN MEMBER Tells Reporter The Shocking Reason He Fled Honduras [Video],fake
544,"Oct 30, 2018",VIDEO: MSNBC Reporter Surprised That Hispanics Support Republicans and Oppose Illegal Immigration,fake
545,"Oct 30, 2018",JUST IN: Stormy Daniels and CPL Avenatti Ordered To Pay President Trump $341K for Legal Costs,fake
546,"Oct 30, 2018",SHEPARD SMITH LECTURES AMERICA…Ignores Reports On Caravan Violence: “No one is coming to get you” [Video],fake
547,"Oct 29, 2018","ANTI-ISRAEL PAC Backs ELISSA SLOTKIN, Jewish Candidate For Congress Who Helped Obama With Secret Deal That Sent Over $1 BILLION To IRAN [VIDEO]",fake
548,"Oct 29, 2018",WATCH: HILLARY CLINTON Makes Blatantly Racist Joke…Crowd Roars With Laughter [Video],fake
549,"Oct 29, 2018",PRESIDENT TRUMP MADE GOOD On These Promises To The Jewish People…Meanwhile Anti-Semite Farrakhan is Rubbing Elbows With Democrats,fake
550,"Oct 29, 2018",WATCH: Halloween At The White House! [Video],fake
551,"Oct 29, 2018",WATCH: Who Is The “They” Obama Keeps Mentioning Over And Over [Video],fake
552,"Oct 28, 2018",LEFTIST PROTESTERS HECKLE Marsha Blackburn During Moment of Silence for Synagogue Victims [Video],fake
553,"Oct 28, 2018","ESSENCE MAGAZINE Wants You To Vote For Black, Radical, Female Candidates Because America Needs Them To “Reckon” With “White Supremacist Capitalist Patriarchy Our Nation Was Founded Upon”",fake
554,"Oct 28, 2018",MN MUSLIM Democrat State Rep Running For US CONGRESS: “May Allah awaken the people and help them see the evil doings of Israel”,fake
555,"Oct 28, 2018","WATCH SENATOR LINDSEY GRAHAM: “Radical Left Trying To Destroy The Country, You can kiss my a**” [Video]",fake
556,"Oct 28, 2018",WATCH: DEMOCRAT ACTIVIST Caught Red-Handed Stealing #DeSantis Campaign Signs [Video],fake
557,"Oct 27, 2018",VIDEO: Mexican Police Stop Buses and Trucks Then Force Them To Load Caravan Members Heading To The U.S. [Video],fake
558,"Oct 26, 2018",TRUMP COMES OUT SWINGING: Blasts TWITTER For Removing His Followers Before Midterm Elections,fake
559,"Oct 25, 2018",JUST IN: PELOSI SHRUGS OFF “Bomb Threat” As “Nothing New For Me” [Video],fake
560,"Oct 25, 2018",Victim Of Political Shooting Speaks Out: Steve Scalise Calls For The NYT To Drop Trump Assassination Story,fake
561,"Oct 25, 2018","WHITE THUG BERATES, Knocks Trump Hat Off Head Of Black Man In Starbucks While Employees Stand By and Watch [VIDEO]",fake
562,"Oct 25, 2018",BREAKING: “Suspicious Package ” Sent To Former VP Joe Biden [Video],fake
563,"Oct 24, 2018","TOP TEN THREATS BY Democrats Against Trump, His Family and His Supporters [VIDEO]",fake
564,"Oct 24, 2018",SHAME! Twitter Lets #MAGABomber Trend As #1,fake
565,"Oct 24, 2018","LOL! MIGRANT MOB MEMBER Flashes Gang Sign As Univision Reporter, Jorge Ramos Tells Fox News’ Viewers Caravan Is Harmless [VIDEO]",fake
566,"Oct 24, 2018",VIDEO OF RUNAWAY ESCALATOR Begs The Question Of How This Happened [Video],fake
567,"Oct 24, 2018","ILLEGAL MOB UPDATE: JUDICIAL WATCH Uncovers Angry Mobs Of Young Men, Gang Members, And Migrant Mob Members Using Scripted Responses",fake
568,"Oct 24, 2018","…IS IT A HOAX? CNN, OBAMA, CLINTON All Receive “Suspicious Packages”…Media Jumps To Conclusions [Video]",fake
569,"Oct 23, 2018",JUST IN: ACCUSED MURDERER CAUGHT Illegally Crossing U.S. Border With Minor Son and Group Of Families,fake
570,"Oct 23, 2018",JUST IN: Obama Endorses Candidate With Shocking Connection To Hamas and George Soros,fake
571,"Oct 23, 2018",JUST IN: Trump Disarms Reporters…Gives Senator Ted Cruz A New Tongue-In Cheek Nickname [Video],fake
572,"Oct 22, 2018",BREAKING: REPUBLICAN OFFICE Gets The Mob Treatment…Break-In And Missing Equipment,fake
573,"Oct 22, 2018",“THIS IS UNBELIEVABLE!” Houston Trump Rally Packed With Patriots [Video],fake
574,"Oct 22, 2018",EMBEDDED UNIVISION REPORTER Meets Citizens From Terror Hotspot Secretly Traveling With Honduran Caravan,fake
575,"Oct 22, 2018",WHAT A CROWD! Houston Trump Rally Is Ready To Rock! [Video],fake
576,"Oct 22, 2018",DEMOCRAT CANDIDATE: Tax Cuts Should Be Completely Eliminated [Video],fake
577,"Oct 22, 2018",U.S. AMBASSADOR TO GERMANY Reacts To Democrat Candidate Comparing Global Warming To The Holocaust [Video],fake
578,"Oct 22, 2018",DEMOCRAT PLANT ELISSA SLOTKIN Runs Away From MI Resident When Asked About Her Involvement In Secret Obama Deal That Sent $1 BILLION In Taxpayer Dollars To IRAN,fake
579,"Oct 22, 2018",CALIFORNIA CITY TO HONOR Christine Blasey Ford…If They Can Find Her,fake
580,"Oct 22, 2018",JUST IN: Trump Rally Crowd Camps Out Overnight…Ready To Rock This Morning! [Video] #BigTexasTailgater #MAGARally #Houston #TrumpRally,fake
581,"Oct 22, 2018",BREAKING: New Trump Approval Ratings From Wall Street Journal Poll Just In,fake
582,"Oct 21, 2018",REPUBLICAN RON DESANTIS Rips Socialist Opponent Andrew Gillum In #FloridaDebate [Video],fake
583,"Oct 21, 2018",BRAVE BLACK CONSERVATIVE Speaks Out After Getting Sucker Punched In The Face By Antifa Thug [Video] #WalkAway,fake
584,"Oct 21, 2018",WATCH: DNC In Hot Water Over Cheating On Voter Registration Applications…Where Else Is This Happening? [Video],fake
585,"Oct 21, 2018",BREAKING: Obama Just Endorsed Grandson Of A Terrorist And Soros-Supported Candidate Running Against Duncan Hunter,fake
586,"Oct 20, 2018",JUST IN: HILLARY NODS IN AGREEMENT When Someone Calls Her “The REAL President!” [Video],fake
587,"Oct 20, 2018",PRICELESS! Juan Williams Is Finally Called Out For His Outrageous Comments About All Things Trump [Video],fake
588,"Oct 20, 2018",SARAH SANDERS Goes After Democrat For ‘Slanderous’ Lie That Jared Kushner Put a Hit Out On Reporter [Video],fake
589,"Oct 20, 2018",LORETTA LYNCH Makes Claim Voter ID Laws “Scare People”…Do THESE Things That Require Photo ID Scare People Too? [Video],fake
590,"Oct 19, 2018",JUST IN: VIDEO OF HUGE CARAVAN Of Illegals Heading Our Way…After Media Sends Mixed Messages On Status [Video],fake
591,"Oct 19, 2018",WATCH: CORY ‘SPARTACUS’ BOOKER Offends All Americans With His Comparison To Canada [Video],fake
592,"Oct 19, 2018",NIKKI HALEY ZINGS ELIZABETH WARREN: Jokes About Her “Failed” DNA Test [Video],fake
593,"Oct 19, 2018",WATCH: CORY ‘SPARTACUS’ BOOKER Offends All Americans With His Comparison To Canada [Video],fake
594,"Oct 19, 2018",NIKKI HALEY ZINGS ELIZABETH WARREN: Jokes About Her “Failed” DNA Test [Video],fake
595,"Oct 18, 2018",JUST IN: Huge Crowd Lines Up In The Cold For Trump Rally In Montana: “My jaw dropped!” [Video],fake
596,"Oct 17, 2018",OLE MISS PROFESSOR: Harass Republicans at Restaurants…Stick “Fingers In Their Salads”,fake
597,"Oct 16, 2018",TRUMP JUST ANNOUNCED HIS BIGGEST THREAT…Is This The October Surprise?,fake
598,"Oct 16, 2018",LOS ANGELES Passes Ordinance FORCING Contractors To Disclose Ties To NRA,fake
599,"Oct 16, 2018",LOL! DEM CANDIDATE For Governor In Georgia MAKES UP Name Of County During Interview About Hurricane Damage [VIDEO],fake
600,"Oct 16, 2018",PRICELESS! SENATOR ORRIN HATCH Wins The Day For Best Comeback To Fake Indian Liz Warren,fake
601,"Oct 15, 2018","‘Suspicious Letter’ Sent To House Of Senator Who Supported Kavanaugh, Prompts Investigation And Hazmat Team",fake
602,"Oct 15, 2018",EXPERT WARNS: ‘Perfect Storm’ In California Could Spread To Other States [Video],fake
603,"Oct 15, 2018",“IMPERIALIST PIGS”…Antifa Puts Pig Heads At Campaign Offices With A Warning,fake
604,"Oct 15, 2018",JUST IN: Trump Adds To The Mystery Surrounding The Disappearance Of WaPo Journalist [Video],fake
605,"Oct 14, 2018",OUTRAGE OVER City Official Paying Lawbreakers To Register To Vote Raises Questions Of Illegality [Video],fake
606,"Oct 14, 2018",FANTASTIC! JOHNNY CASH Raises A Political Voice With ‘Ragged Old Flag’,fake
607,"Oct 14, 2018",TEXAS REP RADCLIFFE: Why Glenn Simpson is in a Whole Heap of Trouble [Video],fake
608,"Oct 13, 2018",HILLARY CLINTON REPEATS A ‘TALL TALE’ She Was Busted On In 2009 [Video],fake
609,"Oct 13, 2018",COULD WE GET A STRAIGHT JACKET PLEASE? Black MSNBC Guest Says Kanye West Is A “ White Supremacist By Ventriloquism” [VIDEO],fake
610,"Oct 13, 2018",OUCH! The Usually Reserved Brit Hume DESTROYS Outgoing Senator Jeff Flake For Saying He “Fears For The Future Of The Republican Party”,fake
611,"Oct 13, 2018",JUST IN: LEFTIST COVEN OF WITCHES Plans To Put A ‘Hex’ On Justice Kavanaugh #WalkAway,fake
612,"Oct 13, 2018",BEAST MODE! LINDSEY GRAHAM Rips Chelsea Handler For Horrible ‘Coming Out’ Tweet [Video],fake
613,"Oct 12, 2018",GEORGIA DEM CANDIDATE FOR GOVERNOR: “Blue Wave” Includes The “Undocumented” [Video],fake
614,"Oct 12, 2018",AMBUSH ON GOP SENATOR Backfires When He Delivers Priceless Comeback [Video],fake
615,"Oct 12, 2018",HILLARY FIGHTS BACK As Trump Supporters “Lock Her Up” Chant Starts To Look More and More Like a Real Possibility,fake
616,"Oct 12, 2018",JUST IN: TRUMP SECURES RELEASE Of American Pastor Held For Two Years In Turkey [Video] #Winning,fake
617,"Oct 12, 2018",ARKANSAS SHERIFF Accused Of Making Inmates Wear NIKE T-Shirts In Mug Shots To Mock Their Association With Colin Kaepernick,fake
618,"Oct 11, 2018",ARNOLD SCHWARZENEGGER APOLOGIZES For Using “Girlie Man” Phrase,fake
619,"Oct 11, 2018",FOOTBALL GREAT HERSCHEL WALKER Calls Out CNN For “Awful Remarks” About Kanye West,fake
620,"Oct 11, 2018",WATCH: KID ROCK ASKED By WH Press If Trump Should Fire Sessions Gives Awesome Reply [Video],fake
621,"Oct 11, 2018",JUST IN: TRUMP WARNS Trash-Talking Eric Holder [Video],fake
622,"Oct 10, 2018",JUST IN: Bombshell Video Exposes Dem Candidate for Lying About Support for Kavanaugh “To Fool” Voters,fake
623,"Oct 10, 2018",TRUMP IS LIT At PA Rally! Goes After Senator Who Voted Against Kate Steinle Law; Says He ‘Puts Criminal Aliens Ahead of U.S. Citizens’,fake
624,"Oct 10, 2018",MAXINE WATERS RANTS: Calls Trump ‘Poster Boy’ For Mob Just As Ethics Charge Is Filed Against Waters For ‘Inciting Violence’ [Video],fake
625,"Oct 10, 2018",MAXINE WATERS RANTS: Calls Trump ‘Poster Boy’ For Mob Just As Ethics Charge Is Filed Against Waters For ‘Inciting Violence’ [Video],fake
626,"Oct 10, 2018","ERIC HOLDER TELLS CROWD To “Kick” Republicans…Crowd Chants “Fight, Fight, Fight!” [Video] #WalkAway",fake
627,"Oct 10, 2018",JUST IN: SHOCKING NEWS On Millennials And The Socialist Surge [Video],fake
628,"Oct 9, 2018",MSNBC HOST Uses Nazi Reference About Trump: “A Thousand-Year Reich” [Video],fake
629,"Oct 8, 2018",TAYLOR SWIFT ENDORSES TENN DEMOCRAT…Latest Stunning Poll Just Came Out,fake
630,"Oct 8, 2018",STANDING O! WATCH KAVANAUGH SWORN IN…Trump Apologizes To Kavanaugh Family “On Behalf Of The Nation” [Video],fake
631,"Oct 8, 2018",Kavanaugh Protesters Caught on Film Tried BREAKING INTO Supreme Court,fake
632,"Oct 8, 2018",VIDEO OF DEM ACTIVIST ALYSSA MILANO Telling About Being Punched In The Vagina Raises Questions On Credibility [Video],fake
633,"Oct 8, 2018","HIGH SCHOOL TEACHER BUSTED Passing Out Anti-Trump, Anti-GOP Flyers: “VOTE because rich right-wingers want you to stay home”",fake
