date,label,statement
2018-02-28,real,"A Political Satire on Stage, and Not About Trump"
2018-08-26,real,"John McCain, War Hero, Senator, Presidential Contender, Dies at 81"
2018-12-20,real,A Chat With Progressive Leaders About the Future of the Left
2018-12-19,real,"A Predatory Congressman, His Jilted Lover and a Gilded Age Lawsuit That Foreshadowed #MeToo"
2018-02-09,real,The Mainstreaming of Political Memes Online
2018-02-09,real,"On ‘Big Brother,’ America Gets the Reality-TV Politics It Deserves"
2018-02-02,real,How Millennials Are Changing German Politics
2018-08-27,real,"In Russia, a Top University Lacks Just One Thing: Students"
2018-12-19,real,"A Predatory Congressman, His Jilted Lover and a Gilded Age Lawsuit That Foreshadowed #MeToo"
2018-06-29,real,Should We Worry About Trump’s Fawning Admiration of the Military?
2017-12-14,real,The Politics of #HimToo
2018-01-22,real,Empathize With Your Political Foe
2018-03-30,real,Let Us Catch You Up on the Biggest Stories in Politics This Week
2018-07-11,real,Kushner’s Firm Deepens Ties to Those With Business in Washington
2018-04-03,real,The Politically Progressive Faith of Martin Luther King
2018-01-29,real,"In Age of Trump, Political Reporters Are in Demand and Under Attack"
2018-10-30,real,"Female Candidates Break Barriers, Except When It Comes to Money"
2018-02-12,real,Politics Comes to the New York Runways
2018-04-19,real,Trailblazers in Politics and Civil Rights
2019-01-14,real,‘Everybody Counts in This Country’: A Chat With Julián Castro
2018-08-24,real,"Where Words Matter: Politics, Fiction, Romance, Scrabble"
2018-02-03,real,Trump’s Blood Sport Politics
2017-10-19,real,The First Totalitarian
2018-07-14,real,Forget Suits. Show the Tattoo. Female Candidates Are Breaking the Rules.
2018-02-16,real,"How Does a Political Reporter Write a Memoir? First, Read Books. A Lot of Books."
2018-10-30,real,"Female Candidates Break Barriers, Except When It Comes to Money"
2017-12-08,real,Al Franken’s Improbable Political Rise and Sudden Fall
2018-02-16,real,"How Does a Political Reporter Write a Memoir? First, Read Books. A Lot of Books."
2018-08-15,real,"Jahana Hayes Was Told She ‘Had No Chance.’ She, and Voters, Beg to Differ."
2017-10-19,real,The First Totalitarian
2017-12-29,real,2017: Our Reporters Reflect on Covering Washington and Politics
2018-06-28,real,"From New York’s Primary Upset to Polling Data, How The Times Is Covering the Elections "
2018-03-28,real,"Supreme Court, Again Weighing Map Warped by Politics, Shows No Consensus"
2017-11-24,real,"Consensus? No, Thanks. German Politics Suddenly Get Messy."
2017-06-20,real,Is North Carolina the Future of American Politics?
2018-03-28,real,"Supreme Court, Again Weighing Map Warped by Politics, Shows No Consensus"
2017-11-24,real,"Consensus? No, Thanks. German Politics Suddenly Get Messy."
2018-03-06,real,Italy’s Surging Populists Run Into a Political Muddle. But for How Long?
2018-04-09,real,Congestion Pricing Plan for Manhattan Ran Into Politics. Politics Won.
2017-11-22,real,Blast From the Past: The Current Political World Mirrors 2009
2018-01-12,real,The Delicate Politics of Chasing Owls
2018-03-01,real,"In a Gamble to Make Climate Change a Political Win, a Governor Pursues a Carbon Tax"
2018-06-11,real,The Power Politics of Gianni Infantino
2018-01-23,real,A Conservative Case for Identity Politics
2018-03-30,real,Kate Mara Takes On Another Political Death
2018-03-30,real,Kate Mara Takes On Another Political Death
2018-01-11,real,Treasury Inspector General Finds No Political Meddling in Tax Analysis
2018-11-06,real,Bipartisan Consensus: Everyone Is Anxious About the Election
2018-06-14,real,Facebook’s New Political Algorithms Increase Tension With Publishers
2018-04-25,real,A Professional Troublemaker’s Guide for Young Activists
2018-06-10,real,Documents Show Political Lobbying in Census Question About Citizenship
2017-09-18,real,Women in Politics
2018-12-05,real,The Alternative to Arms
2018-12-06,real,Bush and McCain Were Linked by a Fading Concept: Duty and Honor
2018-06-03,real,A Public Art Campaign Will Commission Political Billboards Across the Country
2018-04-25,real,A Professional Troublemaker’s Guide for Young Activists
2018-12-05,real,The Alternative to Arms
2018-01-03,real,Is Identity Politics the New Tribalism?
2018-06-25,real,Mexico’s Hardball Politics Get Even Harder as PRI Fights to Hold On to Power
2018-12-10,real,Why Can’t Trump Find a Chief of Staff? Ask His Family
2018-12-03,real,George Bush and the Right
2018-02-28,real,N.R.A. Logo? No. #MeToo Shirt? Maybe. Justices Weigh Political Apparel at Polls.
2018-11-19,real,These Divided States
2017-10-12,real,"In a Superstar City, Lackluster Politics"
2017-11-16,real,The Politics of Luxury
2018-04-11,real,Facebook Fallout Deals Blow to Mercers’ Political Clout
2017-11-16,real,The Politics of Luxury
2018-12-17,real,These Democrats Will Soon Have the Power to Investigate the White House. How Far Will They Go?
2018-06-01,real,Cuomo Finally Says the Obvious: He Backs the Transit Rescue Plan
2017-09-15,real,The Minuscule Importance of Manufacturing in Far-Right Politics
2018-11-26,real,A Choice for Mississippi
2017-06-29,real,The Problem With Participatory Democracy Is the Participants
2018-02-27,real,Parkland Massacre Thrusts Guns Into the Midterm Spotlight
2018-04-25,real,Protests Erupt Anew in Armenia Amid Political Deadlock
2018-07-07,real,"This Italian Town Once Welcomed Migrants. Now, It’s a Symbol for Right-Wing Politics"
2018-01-16,real,A Haven From Mexico’s Political Parties Hints at Their Decline
2018-02-27,real,Parkland Massacre Thrusts Guns Into the Midterm Spotlight
2017-09-15,real,The Minuscule Importance of Manufacturing in Far-Right Politics
2018-06-22,real,"Migration to Europe Is Slowing, but the Political Issue Is as Toxic as Ever"
2018-12-17,real,These Democrats Will Soon Have the Power to Investigate the White House. How Far Will They Go?
2018-01-26,real,Politically Outspoken Director of Queens Museum Steps Down
2018-03-15,real,Do You Think It Is Important for Teenagers to Participate in Political Activism?
2018-05-01,real,"Was Sheldon Silver Corrupt, or Was It Just Politics as Usual?"
2018-09-20,real,Shinzo Abe Gets One Step Closer to Becoming Japan’s Longest-Serving Premier
2017-10-08,real,"At Queens Museum, the Director Is as Political as the Art"
2018-05-01,real,"Was Sheldon Silver Corrupt, or Was It Just Politics as Usual?"
2018-02-06,real,How an N.F.L. Player’s Death Turned Into a Political Exhibit
2018-09-12,real,Did German Spy Chief Downplay Far-Right Violence? Parliament Wants to Know
2017-09-18,real,"And This Year, the Emmy Goes to … Politics"
2018-06-01,real,"Political Books Rule the List Now. What Was Selling 30, 40, 50 Years Ago?"
2018-04-26,real,"In Her New Work, a Public Poet Balances the Personal and Political"
2018-04-30,real,Creepy or Not? Your Privacy Concerns Probably Reflect Your Politics 
2018-05-14,real,"Jerusalem Embassy Is a Victory for Trump, and a Complication for Middle East Peace"
2018-03-01,real,"Review: ‘Educated,’ by Tara Westover"
2018-05-31,real,"Science and Sports, History and Health, Politics and Pop Culture: A Year of Our ‘Article of the Day’ Feature"
2018-06-19,real,From Hollywood to Public Office: Cynthia Nixon Tests a Role Played by Men
2017-12-03,real,Help Assad or Leave Cities in Ruins? The Politics of Rebuilding Syria
2018-03-29,real,Meg Wolitzer’s New Novel Takes On the Politics of Women’s Mentorship
2017-11-21,real,Six of Our Favorite Stories on Germany’s Politics
2018-12-06,real,Why Run for President? Because Even Losing Has Its Perks
2017-10-09,real,"For Disney’s Iger, an Unlikely Political Turn"
2018-07-12,real,British Roll Out Trump’s Political Idol: Winston Churchill
2018-06-28,real,The Roberts Court Protects the Powerful for a New Gilded Age
2018-12-13,real,Trump Had a Bad Week. Things Could Soon Get Worse for Him.
2018-03-19,real,A Winning Political Issue Hiding in Plain Sight
2018-11-01,real,"Near the Border, Beto Talks Immigration"
2018-05-08,real,Why Are So Many Democracies Breaking Down?
2018-05-18,real,"Chinese Legal Maverick, Facing Political Gales, Bides His Time"
2018-03-01,real,"Review: ‘Educated,’ by Tara Westover"
2018-06-28,real,The Roberts Court Protects the Powerful for a New Gilded Age
2017-12-21,real,Governor Cuomo Proposes More Disclosure for Online Political Ads in New York
2018-11-20,real,How to Survive Thanksgiving
2018-11-08,real,Don’t Blame the Polls
2017-12-11,real,"Rethinking Electric Power, Prompted by Politics and Disaster"
2017-06-04,real,Brazil’s Broken Political Leadership
2018-03-08,real,Want to Understand What Is Wrong With Europe? Look at Italy
2018-03-01,real,"Review: ‘Educated,’ by Tara Westover"
2018-01-02,real,American Politics Is Swamped With ‘Bad Faith’ Actors
2018-11-12,real,Counting Every Vote
2018-03-26,real,The Politics of Waxing
2017-06-04,real,Brazil’s Broken Political Leadership
2018-06-09,real,Trump’s New Plan to Dismantle Obamacare Comes With Political Risks
2017-10-05,real,"In Targeting Political Groups, I.R.S. Crossed Party Lines"
2018-10-26,real,The Local Issues Our Readers Care About
2018-10-31,real,On the Ballot This Year: A Lot to Think About
2018-11-13,real,Is Arizona the Next Big Democratic Target?
2017-09-30,real,Can the Supreme Court Fix American Politics?
2018-07-25,real,A Screeching Stop for Speed Cameras in New York City School Zones
2017-09-19,real,Why We Need Political Parties
2018-11-14,real,Next Stop for Democrats: 2020
2018-08-25,real,"Unified Korean Team, Victor on the Court, Tries to Win Hearts, Too"
2018-03-22,real,"Women and College Graduates Flock to the Democratic Party, Study Finds"
2018-05-16,real,"Letitia James, Weighing Political Calculus, Enters Attorney General Race"
2018-06-09,real,Trump’s New Plan to Dismantle Obamacare Comes With Political Risks
2018-02-20,real,Missing Conservatism? Just Wait for a Democratic President
2018-08-25,real,"Unified Korean Team, Victor on the Court, Tries to Win Hearts, Too"
2018-11-14,real,Next Stop for Democrats: 2020
2019-05-04,real,Europe’s Glorious Years of Peace and Prosperity
2019-01-09,real,Why Fighting Fake News With the Facts Might Not Be Enough
2018-07-10,real,A Victory for Mexican Democracy
2018-01-29,real,Just How Bad Is Partisan Gerrymandering? Ask the Mapmakers
2018-05-29,real,Just Lost an Election? Join the Winning Side
2017-11-02,real,Sicily’s Political Theater Has Colorful Cast and Big Implications
2018-10-29,real,An Election About Everything
2018-10-09,real,What the Primaries Say About the Future of Democrats
2018-04-26,real,Who Will Win the New Great Game?
2018-01-11,real,"Spirits, Culture and Politics in America"
2017-10-27,real,Politicians Are Bad at Podcasting
2017-11-30,real,"Politics in the Subways: Great When It Works, a Mess When It Doesn’t"
2018-02-09,real,The Political Scientist Giving the Art World Something to Think About
2018-10-25,real,Trump Has Become a Midterms Rorschach Test
2018-10-24,real,The Danger of Running an Election on Fear
2018-09-21,real,Michelle Obama’s Big Book Rollout: ‘It’s Like You’re Looking at a Madonna Tour’
2018-11-07,real,The Midterms Are Over. Now What?
2017-10-06,real,An Exodus From Puerto Rico Could Remake Florida Politics
2018-01-13,real,A Romney Who Is Unfailingly Loyal to Trump
2017-10-06,real,An Exodus From Puerto Rico Could Remake Florida Politics
2018-10-24,real,The Danger of Running an Election on Fear
2018-02-02,real,A New Cocktail Conference With a Political Twist
2018-03-07,real,Learning From Israel’s Political Assassination Program
2018-11-05,real,Midterm Canaries: Races to Watch for Early Trends
2018-11-02,real,"In Texas, a Close-Up View of the Midterms"
2018-10-26,real,Abroad in America: What Is Firing Up Female Candidates?
2018-11-15,real,"A Chat With J.B. Pritzker, Illinois’s Next Governor"
2018-02-15,real,Ethiopia’s Prime Minister Resigns Amid Political Turmoil
2017-12-27,real,"From the Personal to the Political, 19 Artists to Watch Next Year"
2017-09-25,real,"Reality TV Meets Politics, Brazilian Style"
2018-11-05,real,Midterm Canaries: Races to Watch for Early Trends
2019-04-03,real,Big Tech Was Designed to Be Toxic
2018-10-23,real,"With 2 Weeks Until the Midterms, It’s Grind-It-Out Time"
2018-04-08,real,"In John Bolton, Trump Finds a Fellow Political Blowtorch. Will Foreign Policy Burn?"
2018-03-21,real,2018 Is Cynthia Nixon’s First Race; 2013 Was Her First Political Rodeo
2018-07-28,real,I Wanted a Dog. I Bake Bread Instead.
2018-05-23,real,Ambitious Plan to Fix New York Subway Is Already Facing Obstacles
2017-12-28,real,The Political Aftermath of the Tax Bill
2018-09-13,real,A Modern Jeremiah Sees National Decline Everywhere He Looks
2017-12-04,real,"Kennedy Center Honors Evoke Politics, Even Without Trump"
2018-01-29,real,Powerful Ally of Xi Jinping Makes Political Comeback in China
2019-04-01,real,"Ben Ray Luján, High-Ranking House Democrat, Will Run for Senate in New Mexico"
2018-06-22,real,Why the N.F.L. and the N.B.A. Are So Far Apart on Social Justice Stances
2018-01-31,real,Robin Bell Doesn’t Think Science Should Be Political
2018-03-25,real,Can Peru’s Democracy Survive Corruption?
2018-10-30,real,Potential Midterm Upsets We’re Watching
2017-08-22,real,The Strange Politics of ‘Classified’ Information
2018-01-11,real,The Art Exhibitions to See in 2018
2017-10-01,real,"At Trial, a Focus on the Facts, Not the Politics, of Benghazi"
2018-02-21,real,Spanish Artwork Denounced Political ‘Persecution.’ It Was Ordered Removed.
2018-05-28,real,Push to Expand Speed Cameras Mired in Albany Politics
2018-01-11,real,The Art Exhibitions to See in 2018
2018-02-12,real,"Obama Portraits Blend Paint and Politics, and Fact and Fiction"
2017-10-30,real,When Politics Becomes Your Idol
2018-03-19,real,There’s Never Been a Native American Congresswoman. That Could Change in 2018.
2018-04-26,real,"Review: In ‘Bobby Kennedy for President,’ a Don Draper of Politics"
2018-08-22,real,How the Trump Administration Is Remaking the Courts
2019-04-24,real,"When the Old Penn Station Was Demolished, New York Lost Its Faith"
2018-08-22,real,How the Trump Administration Is Remaking the Courts
2018-04-26,real,"Review: In ‘Bobby Kennedy for President,’ a Don Draper of Politics"
2018-10-22,real,4 Reasons Republicans Are Excited for the Midterms (and 4 Reasons They Aren’t)
2017-08-31,real,Hurricane Harvey Shifts Political Winds in Washington
2018-07-03,real,Cynthia Nixon. Parent. Activist. Governor?
2018-10-16,real,‘Horseface’ and the Year of the Woman
2018-02-14,real,"Teaching Activities for: ‘Obama Portraits Blend Paint and Politics, and Fact and Fiction’"
2019-05-06,real,Trump Advisers Accuse China of Reneging on Trade Commitments
2018-03-14,real,Some of the Most Provocative Political Art is Made With Fibers
2019-05-04,real,Senator Michael Enzi Announces His Retirement
2017-04-09,real,Keep Your Politics Out of Passover
2018-10-16,real,‘Horseface’ and the Year of the Woman
2017-10-24,real,Cuban Art Outshines Politics
2017-10-03,real,"Jagmeet Singh, Canada’s Newest Political Star, Lifts His Party’s Hopes"
2017-12-28,real,What Happened to Germany’s Social Democrats?
2017-11-26,real,The Talk of Turkey? A Politically Charged Trial in New York
2019-05-04,real,"Biden Thinks Trump Is the Problem, Not All Republicans. Other Democrats Disagree."
2019-02-27,real,Michael Cohen to Tell Congress That Trump Is a ‘Con Man’
2017-10-25,real,Liberalism and the Politics of Low Fertility
2018-05-02,real,Why the Creator of ‘Dear White People’ Is Doubling Down on Identity Politics
2018-07-10,real,A White House Memoir That’s Equal Parts C-Span and ‘Sex and the City’
2018-03-15,real,"Chirlane McCray, New York’s First Lady, Steps Out of the Mayor’s Shadow"
2018-02-04,real,Boeing’s Pursuit of Beloved Brand in Brazil Hits Political Headwind
2018-03-28,real,What a Times Political Reporter Learned From the 2016 Election
2017-10-25,real,Liberalism and the Politics of Low Fertility
2017-10-10,real,"Are Politicians Responsible for Their ‘Base,’ or Is It the Other Way Around?"
2018-07-13,real,I Love Performing Those Songs. But What About the Gender Politics?
2018-01-03,real,The Pianist of the Resistance Captures a Surprise Award
2018-05-30,real,India’s Embattled Democracy
2018-02-07,real,"For Korea Inc., Money and Politics Make an Awkward Olympics"
